ID,observation_hour,speed,rpm,acceleration,throttle_position,engine_temperature,engine_load_value,heart_rate,current_weather,visibility,precipitation,accidents_onsite,design_speed,accidents_time
7028,14,53.0,1963.0,-0.46,34.9,97,48.2,74,5,16.1,0.0,49.0,70,1
19692,19,68.0,1965.0,-0.5,84.7,94,91.0,83,7,5.6,9.6,6.99999999999999,90,0
18545,19,64.0,3062.0,0.45,74.5,96,91.4,80,7,6.4,0.0,6.99999999999999,90,0
11648,16,0.0,887.0,0.0,21.6,102,22.7,67,6,16.1,0.0,12.0,70,2
17624,19,85.0,3102.0,0.45,72.9,94,91.4,84,7,6.4,0.0,74.0,70,3
16076,16,102.0,2911.0,0.13,18.0,91,23.1,91,7,8.0,8.0,11.0,70,1
10594,15,31.0,1566.0,0.54,82.0,99,77.3,74,5,16.1,0.0,22.0,70,1
1415,15,69.0,2492.0,0.560000000000001,27.1,83,18.8,66,9,8.0,2.4,4.99999999999999,90,0
1398,15,61.0,3135.0,0.24,28.6,90,17.3,68,9,8.0,2.4,5.99999999999998,70,1
13826,15,76.0,2180.0,-0.46,16.1,92,22.4,96,18,3.2,0.0,42.0,90,0
4029,16,84.0,2405.0,0.0,40.0,95,26.3,63,6,16.1,4.7,4.99999999999999,80,0
16166,16,9.0,1163.0,-0.15,14.5,91,26.7,101,7,8.0,8.0,28.0,70,1
9288,15,0.0,899.0,0.0,22.0,98,24.3,65,5,16.1,0.0,35.0,70,1
3463,16,71.0,2548.0,0.24,27.5,95,26.3,62,6,16.1,4.7,12.0,50,0
3396,16,59.0,2144.0,-1.22,36.5,95,26.3,69,6,16.1,4.7,11.0,90,1
15877,16,84.0,3037.0,0.0,18.0,90,24.3,94,7,8.0,24.0,9.99999999999998,70,0
721,15,82.0,2359.0,0.23,26.7,96,18.4,69,7,8.0,0.0,2.99999999999999,90,1
17580,19,73.0,2673.0,0.24,79.6,94,90.6,85,7,6.4,0.0,31.0,60,1
8787,15,51.0,2605.0,0.25,36.9,88,54.9,75,7,16.1,0.0,67.0,70,1
15885,16,85.0,2435.0,0.0,16.9,91,22.7,98,7,8.0,24.0,22.0,90,1
22611,16,0.0,657.0,0.0,12.9,94,28.6,83,7,8.0,8.0,12.0,70,2
19524,19,97.0,2758.0,-0.72,24.3,94,51.4,88,7,6.4,4.8,11.0,70,1
2070,15,73.0,2634.0,0.0,82.0,95,26.3,70,9,8.0,2.4,1.99999999999998,90,0
14525,16,6.99999999999999,1030.0,-0.13,13.3,92,22.4,102,7,8.0,8.0,48.0,70,2
18144,19,98.0,2796.0,0.16,17.6,91,23.1,85,35,8.0,0.0,3.99999999999998,90,0
8020,15,0.0,901.0,0.0,21.6,93,23.1,65,7,16.1,0.0,26.0,70,3
9044,15,72.0,2080.0,-0.73,25.9,98,18.4,74,5,16.1,0.0,25.0,70,1
6793,14,0.0,903.0,0.0,21.6,103,22.7,64,5,16.1,0.0,60.0,70,2
21448,15,85.0,3075.0,0.13,31.4,91,80.4,107,18,3.2,8.0,4.99999999999999,70,0
19008,19,74.0,2652.0,0.24,80.8,92,91.0,81,7,6.4,4.8,88.0,60,6
4551,16,73.0,2111.0,-0.49,25.5,95,26.3,65,6,16.1,4.7,69.0,70,1
18702,19,78.0,2896.0,-0.27,42.4,94,63.9,85,7,6.4,0.0,6.99999999999999,90,1
9717,15,22.0,1834.0,0.35,29.8,94,46.7,74,5,16.1,0.0,37.0,70,3
1032,15,75.0,2711.0,-0.69,38.4,86,65.9,72,9,8.0,2.4,20.0,70,2
6060,14,67.0,2420.0,0.0,82.0,95,80.4,77,5,16.1,0.0,13.0,70,0
2163,15,41.0,2109.0,0.76,78.8,95,26.3,71,9,8.0,2.4,104.0,90,6
18867,19,74.0,2665.0,-0.48,17.3,91,22.7,88,7,6.4,0.0,20.0,70,1
7224,14,43.0,2204.0,0.86,82.0,103,76.1,74,5,16.1,0.0,64.0,70,4
20131,20,109.0,3106.0,-0.48,18.4,91,25.9,83,7,8.0,0.0,2.99999999999999,90,0
17125,19,40.0,1937.0,0.0,26.3,94,78.4,85,7,6.4,4.8,26.0,70,1
6252,14,23.0,1176.0,-0.51,29.0,95,17.6,73,5,16.1,0.0,37.0,70,1
2151,15,28.0,2303.0,-0.77,29.8,95,26.3,69,9,8.0,2.4,105.0,90,6
21569,15,79.0,2284.0,-0.52,26.3,98,18.4,68,9,8.0,2.4,12.0,90,1
5944,14,74.0,2124.0,0.27,25.9,98,19.2,75,5,16.1,0.0,22.0,90,0
17247,19,91.0,3281.0,-0.43,18.8,91,25.9,88,7,6.4,4.8,13.0,90,0
4248,16,0.0,907.0,0.0,22.0,95,26.3,60,6,16.1,4.7,20.0,90,1
19603,19,97.0,2744.0,0.23,83.1,94,90.2,91,7,6.4,4.8,25.0,90,2
13002,15,98.0,3832.0,0.560000000000001,78.8,92,63.9,104,7,8.0,0.0,15.0,90,1
5312,16,0.0,898.0,0.0,21.2,95,26.3,64,6,16.1,4.7,11.0,70,2
17845,19,81.0,2950.0,-0.26,18.0,94,23.5,87,7,6.4,0.0,16.0,80,1
12242,15,84.0,2484.0,-0.9,31.8,94,69.8,96,18,3.2,0.0,36.0,90,1
4924,16,44.0,2280.0,1.17,82.0,95,26.3,62,6,16.1,1.3,29.0,80,2
1453,15,23.0,1965.0,-0.34,28.2,80,25.1,65,9,8.0,2.4,83.0,90,9
2542,16,62.0,2304.0,0.21,34.9,95,26.3,70,6,16.1,4.7,8.99999999999999,70,1
2420,15,54.0,1974.0,-0.2,24.7,95,26.3,65,9,8.0,2.4,1.99999999999998,90,0
577,15,87.0,2488.0,0.0,26.7,85,18.0,66,7,8.0,0.0,40.0,80,1
8667,15,0.0,911.0,0.0,21.6,88,23.1,71,7,16.1,0.0,30.0,70,0
16427,16,0.0,652.0,0.0,12.9,94,27.8,84,7,8.0,8.0,12.0,70,2
12988,15,81.0,2312.0,-0.27,72.2,94,92.5,102,7,8.0,0.0,5.99999999999998,60,0
5659,14,86.0,3106.0,0.0,82.0,87,87.1,71,7,16.1,0.0,6.99999999999999,70,0
7496,14,0.0,1416.0,0.0,42.0,99,74.9,73,5,16.1,0.0,69.0,70,4
15537,16,52.0,2502.0,-0.12,16.9,90,24.7,93,7,8.0,24.0,31.0,90,1
7341,14,0.0,913.0,0.0,23.1,105,27.8,73,5,16.1,0.0,29.0,70,2
3523,16,80.0,2298.0,0.27,76.9,95,26.3,67,6,16.1,4.7,31.0,90,0
3160,16,67.0,2421.0,0.25,40.4,95,26.3,72,6,16.1,1.3,26.0,60,1
15286,16,67.0,1927.0,0.57,15.7,92,23.5,94,7,8.0,8.0,6.99999999999999,90,1
20505,20,96.0,2757.0,-0.95,17.6,91,25.1,79,18,8.0,0.0,29.0,90,2
14067,16,87.0,2479.0,0.39,56.5,94,89.4,93,7,8.0,24.0,22.0,70,0
9178,15,48.0,2441.0,-0.79,27.1,96,18.0,75,5,16.1,0.0,68.0,70,0
1382,15,56.0,2852.0,-0.48,27.8,102,15.3,63,9,8.0,2.4,2.99999999999999,80,0
21819,19,81.0,2902.0,0.48,65.1,91,90.2,85,7,6.4,4.8,106.0,60,3
8089,15,0.0,900.0,0.0,22.0,93,24.7,66,7,16.1,0.0,20.0,70,0
12191,15,40.0,1923.0,0.28,26.7,93,68.6,102,18,3.2,0.0,13.0,90,0
10377,15,23.0,1926.0,-0.78,25.1,100,18.8,68,5,16.1,0.0,81.0,70,5
18589,19,52.0,3268.0,0.86,44.3,94,89.0,84,7,6.4,0.0,104.0,90,3
3838,16,61.0,3115.0,0.24,73.7,95,26.3,63,6,16.1,4.7,27.0,90,0
13753,15,81.0,2319.0,-0.22,16.5,93,22.7,94,18,3.2,0.0,17.0,70,1
20201,20,112.0,3239.0,0.18,29.8,92,76.9,80,7,8.0,0.0,1.99999999999998,90,0
11342,16,9.0,1533.0,-0.25,22.4,94,18.4,72,6,16.1,0.0,17.0,70,1
10638,15,42.0,2149.0,-0.24,29.4,101,25.9,68,5,16.1,0.0,53.0,70,1
4344,16,80.0,2880.0,0.44,82.0,95,26.3,65,6,16.1,4.7,5.99999999999998,90,0
1636,15,53.0,1924.0,-0.21,82.0,99,83.1,65,9,16.1,2.4,8.99999999999999,70,0
3865,16,51.0,2561.0,0.24,71.4,95,26.3,65,6,16.1,4.7,17.0,90,0
9148,15,35.0,1824.0,0.0,37.6,99,70.2,73,5,16.1,0.0,64.0,70,1
321,15,79.0,2269.0,-0.12,82.0,91,80.4,68,9,16.1,2.4,3.99999999999998,70,0
21110,20,9.0,985.0,-1.17,13.7,92,23.1,91,7,8.0,0.0,12.0,70,0
8748,15,25.0,1530.0,0.0,38.4,90,19.2,72,7,16.1,0.0,54.0,70,5
6545,14,46.0,2403.0,-0.5,27.5,101,18.8,73,5,16.1,0.0,69.0,70,5
2961,16,83.0,2401.0,-0.26,26.3,95,26.3,65,6,16.1,1.3,6.99999999999999,70,1
20218,20,94.0,2689.0,0.43,35.7,91,81.6,85,7,8.0,0.0,2.99999999999999,80,0
10104,15,24.0,2014.0,-0.74,27.5,102,19.6,68,5,16.1,0.0,45.0,70,2
18938,19,64.0,2346.0,-1.13,16.5,92,22.7,84,7,6.4,0.0,15.0,80,1
14127,16,39.0,1338.0,-2.43,14.1,94,26.3,100,7,8.0,24.0,27.0,90,3
13271,15,45.0,1630.0,0.42,28.6,92,80.0,100,18,3.2,8.0,16.0,80,2
2643,16,65.0,3085.0,-0.26,63.9,95,26.3,68,6,16.1,4.7,12.0,90,2
21101,20,52.0,1272.0,-1.94,14.1,92,23.5,84,7,8.0,0.0,11.0,70,0
17661,19,56.0,2737.0,-1.34,17.3,94,23.5,84,7,6.4,0.0,6.99999999999999,90,0
11067,16,71.0,2557.0,0.13,27.1,90,17.6,74,5,16.1,0.0,16.0,90,0
12414,15,94.0,2784.0,0.13,18.4,94,31.4,101,18,3.2,8.0,7.99999999999998,80,0
4938,16,22.0,1247.0,-1.43,71.4,95,26.3,64,6,16.1,1.3,15.0,90,0
1358,15,14.0,1906.0,1.43,24.7,104,47.1,66,9,8.0,2.4,104.0,90,6
21313,16,75.0,2690.0,0.0,82.0,95,26.3,66,6,16.1,4.7,27.0,70,1
2217,15,95.0,2730.0,0.0,77.3,95,26.3,65,9,8.0,2.4,20.0,80,0
19522,19,100.0,2872.0,-0.24,63.5,94,89.8,88,7,6.4,4.8,20.0,70,1
4979,16,105.0,3015.0,0.0,28.2,95,26.3,65,6,16.1,1.3,3.99999999999998,70,0
13778,15,86.0,2446.0,0.26,55.7,93,89.8,92,18,3.2,0.0,12.0,80,1
1159,15,81.0,2933.0,0.19,27.8,94,15.3,68,9,8.0,2.4,5.99999999999998,70,1
4008,16,81.0,2327.0,0.55,81.6,95,26.3,70,6,16.1,4.7,1.99999999999998,90,0
17241,19,88.0,3212.0,-0.57,18.8,91,25.9,89,7,6.4,4.8,17.0,70,0
5267,16,12.0,1934.0,0.4,29.4,95,26.3,64,6,16.1,4.7,8.99999999999999,70,1
3489,16,74.0,2120.0,0.0,82.0,95,26.3,67,6,16.1,4.7,51.0,50,2
4791,16,88.0,2518.0,0.0,27.1,95,26.3,64,6,16.1,1.3,9.99999999999998,70,1
5274,16,20.0,1950.0,0.73,32.9,95,26.3,62,6,16.1,4.7,11.0,70,2
15780,16,24.0,1214.0,-0.77,14.1,90,34.9,98,7,8.0,24.0,166.0,80,2
1256,15,66.0,2376.0,-0.24,27.5,85,19.2,65,9,8.0,2.4,21.0,80,0
2999,16,70.0,2008.0,-0.75,25.1,95,26.3,68,6,16.1,1.3,13.0,90,1
8155,15,43.0,1578.0,-0.25,23.5,99,18.4,71,7,16.1,0.0,11.0,70,0
19149,19,88.0,2531.0,0.14,85.5,94,91.8,81,7,6.4,0.0,6.99999999999999,90,0
9928,15,38.0,1999.0,0.76,41.2,105,68.6,71,5,16.1,0.0,38.0,70,1
1591,15,70.0,2534.0,0.0,82.0,84,82.7,68,6,16.1,0.299999999999998,2.99999999999999,50,0
20036,19,97.0,2745.0,0.23,64.3,91,89.0,81,7,5.6,9.6,2.99999999999999,90,0
20168,20,91.0,2610.0,-0.5,17.3,94,24.3,83,7,8.0,0.0,2.99999999999999,90,0
14403,16,3.99999999999999,1023.0,-0.26,13.7,95,24.3,98,7,8.0,8.0,13.0,70,0
2130,15,62.0,3117.0,0.55,82.0,95,26.3,71,9,8.0,2.4,3.99999999999998,80,0
10948,16,48.0,2436.0,-0.36,63.1,86,74.5,72,5,16.1,0.0,9.99999999999998,90,0
103,15,51.0,1837.0,-0.19,34.1,105,48.2,69,9,16.1,2.4,11.0,70,0
12891,15,61.0,2213.0,0.41,52.2,94,92.2,105,18,3.2,0.0,13.0,60,0
13485,15,46.0,2176.0,0.46,31.4,92,85.1,94,18,3.2,0.0,87.0,70,2
9894,15,0.0,898.0,-0.79,22.4,103,26.7,73,5,16.1,0.0,67.0,70,1
20137,20,106.0,3053.0,-0.47,18.4,91,25.5,81,7,8.0,0.0,18.0,80,2
8600,15,34.0,2821.0,0.71,82.0,101,79.6,83,7,16.1,0.0,83.0,70,0
17997,19,68.0,2488.0,-0.45,16.9,91,22.4,85,7,6.4,0.0,1.99999999999998,90,0
3268,16,68.0,2451.0,-0.15,44.3,95,26.3,66,6,16.1,1.3,12.0,80,2
12669,15,86.0,2532.0,-1.18,16.9,91,23.5,96,18,3.2,8.0,1.99999999999998,90,0
10902,16,72.0,2596.0,-0.45,80.0,88,79.6,67,5,16.1,0.0,19.0,90,0
20519,20,92.0,2681.0,-0.42,18.0,94,26.7,81,18,8.0,0.0,92.0,90,8
8730,15,74.0,2671.0,0.24,34.9,96,39.6,75,7,16.1,0.0,8.99999999999999,70,1
22685,19,38.0,1851.0,0.0,15.7,93,22.0,84,7,6.4,0.0,16.0,60,1
22630,15,0.0,674.0,0.0,12.5,92,23.5,102,18,3.2,0.0,8.99999999999999,70,0
5278,16,25.0,2104.0,0.0,25.9,95,26.3,62,6,16.1,4.7,11.0,70,2
16275,16,1.99999999999999,1203.0,-0.45,14.1,94,29.4,96,7,8.0,8.0,8.99999999999999,70,1
6568,14,38.0,1917.0,-0.71,25.5,97,18.4,74,5,16.1,0.0,38.0,70,1
17230,19,94.0,3438.0,0.52,43.5,92,86.3,85,7,6.4,4.8,14.0,70,0
12989,15,79.0,2269.0,-0.4,71.4,94,92.2,102,7,8.0,0.0,5.99999999999998,60,0
14882,16,90.0,2594.0,-0.77,17.6,92,24.7,91,7,8.0,8.0,1.99999999999998,70,0
4892,16,62.0,1773.0,-0.47,23.9,95,26.3,60,6,16.1,1.3,28.0,80,2
12526,15,81.0,2943.0,0.0,65.1,94,89.8,106,18,3.2,8.0,3.99999999999998,50,0
11079,16,77.0,2775.0,-0.74,27.8,87,17.3,75,5,16.1,0.0,54.0,90,1
7450,14,11.0,890.0,-0.4,22.7,96,26.3,70,5,16.1,0.0,69.0,70,4
21857,19,90.0,2572.0,0.0,80.0,94,91.0,88,7,6.4,4.8,28.0,90,2
12615,15,78.0,2807.0,0.0,62.0,94,89.4,105,18,3.2,8.0,0.999999999999988,90,0
13684,15,79.0,2294.0,-0.36,16.1,94,21.6,110,18,3.2,0.0,1.99999999999998,90,0
20248,20,96.0,2740.0,-0.45,78.8,93,90.2,79,7,8.0,0.0,6.99999999999999,90,0
19158,19,92.0,2626.0,0.0,85.1,94,91.0,81,7,6.4,4.8,8.99999999999999,90,0
10656,15,55.0,1982.0,0.73,81.6,101,80.4,68,5,16.1,0.0,33.0,70,1
22639,15,81.0,2349.0,-0.91,16.5,91,21.6,111,18,3.2,8.0,14.0,70,3
11695,15,0.0,652.0,0.0,12.5,97,23.5,96,18,3.2,0.0,8.99999999999999,70,0
7628,15,18.0,1552.0,-0.25,29.0,99,34.1,74,5,16.1,0.0,49.0,70,1
5693,14,78.0,2828.0,0.0,82.0,88,83.1,69,7,16.1,0.0,1.99999999999998,70,0
22933,15,109.0,3100.0,0.14,18.0,91,24.3,104,18,3.2,8.0,0.999999999999988,70,0
7769,15,0.0,899.0,0.0,21.6,99,22.7,73,5,16.1,0.0,38.0,70,1
5963,14,80.0,2283.0,0.0,36.1,99,51.8,80,5,16.1,0.0,5.99999999999998,90,0
16869,19,88.0,2549.0,0.0,85.1,94,92.2,87,7,5.6,9.6,12.0,90,0
948,15,57.0,2052.0,0.0,80.0,96,78.0,67,9,16.1,2.4,8.99999999999999,70,0
8162,15,37.0,1344.0,-0.48,22.0,99,17.6,75,7,16.1,0.0,21.0,70,0
13832,15,70.0,2027.0,0.0,15.7,91,22.0,91,18,3.2,0.0,244.0,90,8
17832,19,79.0,2856.0,-0.23,17.6,91,23.1,84,7,6.4,0.0,16.0,80,0
16212,16,13.0,1034.0,0.0,14.1,92,22.4,92,7,8.0,8.0,24.0,70,1
7663,15,0.0,910.0,0.0,22.7,101,26.7,74,5,16.1,0.0,48.0,70,1
20072,20,25.0,2182.0,0.99,69.0,94,87.1,85,7,8.0,0.0,2.99999999999999,90,0
12063,15,88.0,2543.0,-0.0700000000000001,85.1,94,92.2,98,18,3.2,0.0,36.0,90,1
277,15,79.0,2832.0,0.18,82.0,92,83.9,64,9,16.1,2.4,20.0,70,0
5567,14,84.0,3056.0,0.14,82.0,103,85.1,78,7,16.1,0.0,9.99999999999998,70,0
11595,16,18.0,1491.0,-0.55,22.7,103,17.6,77,6,16.1,0.0,11.0,70,2
22231,19,90.0,2555.0,0.0,58.8,94,89.0,88,7,6.4,4.8,29.0,90,2
18526,19,43.0,2071.0,-0.48,23.5,95,85.1,83,7,6.4,0.0,8.99999999999999,90,0
6191,14,43.0,2196.0,0.6,70.6,99,78.4,82,5,16.1,0.0,28.0,70,2
17317,19,98.0,3528.0,0.23,69.0,92,96.9,85,7,6.4,4.8,5.99999999999998,90,0
13846,15,76.0,2193.0,0.0999999999999999,18.0,94,42.0,94,18,3.2,0.0,247.0,90,10
9505,15,6.0,1111.0,1.05,25.9,102,54.9,76,5,16.1,0.0,84.0,70,6
3551,16,0.0,922.0,-0.53,22.7,95,26.3,63,6,16.1,4.7,14.0,50,0
19456,19,90.0,3227.0,0.14,17.6,94,36.5,83,7,6.4,4.8,57.0,90,2
13416,15,63.0,1793.0,0.11,18.4,91,32.5,94,18,3.2,8.0,13.0,80,3
19354,19,69.0,2528.0,-0.49,16.9,94,22.7,79,7,6.4,4.8,5.99999999999998,90,0
8867,15,41.0,2100.0,-0.26,25.9,86,18.4,72,7,16.1,0.0,52.0,70,4
16437,16,0.0,662.0,0.0,13.3,94,28.2,83,7,8.0,8.0,12.0,70,2
5408,14,0.0,897.0,0.0,22.0,100,24.7,74,7,16.1,0.0,8.99999999999999,70,0
11846,15,40.0,1929.0,0.35,29.4,97,84.3,107,18,3.2,0.0,13.0,70,0
1943,15,91.0,2601.0,-0.42,63.5,95,26.3,69,6,16.1,0.299999999999998,4.99999999999999,50,0
21572,15,76.0,2752.0,-0.13,82.4,94,91.0,109,18,3.2,8.0,14.0,90,2
20280,20,121.0,3443.0,0.45,72.2,94,97.3,84,7,8.0,0.0,19.0,90,2
4363,16,97.0,2810.0,0.15,82.0,95,26.3,62,6,16.1,4.7,3.99999999999998,90,0
3545,16,59.0,1711.0,-2.33,23.9,95,26.3,63,6,16.1,4.7,8.99999999999999,70,1
12034,15,93.0,2681.0,-0.0999999999999999,67.8,94,91.4,102,18,3.2,0.0,13.0,90,1
17944,19,70.0,2557.0,0.33,19.6,92,32.5,85,7,6.4,0.0,5.99999999999998,80,0
4699,16,84.0,2408.0,0.25,72.9,95,26.3,63,6,16.1,1.3,15.0,90,1
6344,14,0.0,201.0,-0.65,25.1,100,20.4,73,5,16.1,0.0,87.0,70,7
7957,15,51.0,2585.0,0.0,34.5,97,45.5,70,7,16.1,0.0,20.0,70,1
21658,20,106.0,3045.0,0.0,18.4,91,24.3,81,7,8.0,0.0,20.0,70,1
388,15,68.0,2463.0,0.0,82.0,93,79.2,70,9,16.1,2.4,4.99999999999999,90,0
3459,16,68.0,2468.0,0.0,27.1,95,26.3,60,6,16.1,4.7,12.0,50,0
1198,15,64.0,2320.0,-0.44,25.9,87,16.5,65,9,8.0,2.4,7.99999999999998,70,0
12297,15,88.0,2513.0,-0.21,17.3,93,23.1,101,18,3.2,0.0,13.0,90,0
8190,15,38.0,2799.0,1.26,82.0,100,78.0,79,7,16.1,0.0,61.0,70,0
11128,16,110.0,3164.0,0.0,29.0,78,16.1,73,6,16.1,0.0,3.99999999999998,90,0
7499,14,16.0,2347.0,0.95,26.3,99,21.6,75,5,16.1,0.0,69.0,70,4
9857,15,0.0,912.0,0.0,21.6,102,22.7,77,5,16.1,0.0,45.0,70,2
17453,19,80.0,2261.0,-0.91,16.5,93,20.8,88,7,6.4,0.0,43.0,60,0
22625,16,93.0,2667.0,0.0,82.0,95,26.3,68,6,16.1,1.3,33.0,70,1
3973,16,71.0,2091.0,0.23,40.4,95,26.3,63,6,16.1,4.7,6.99999999999999,80,0
11726,15,0.0,643.0,0.0,12.5,98,23.1,98,18,3.2,0.0,8.99999999999999,70,0
9775,15,0.0,951.0,0.0,22.7,96,24.7,71,5,16.1,0.0,72.0,70,3
7653,15,0.0,971.0,0.0,23.9,101,29.8,74,5,16.1,0.0,48.0,70,1
20651,20,99.0,2819.0,-0.97,17.6,92,23.9,76,18,8.0,0.0,13.0,60,0
22366,19,6.0,986.0,0.0,13.7,95,24.7,87,18,3.2,8.8,96.0,50,9
17684,19,74.0,2636.0,-0.23,80.4,94,91.0,85,7,6.4,0.0,2.99999999999999,90,0
9224,15,37.0,1945.0,-1.39,25.1,97,18.8,76,5,16.1,0.0,33.0,70,0
805,15,83.0,2377.0,-0.28,26.7,99,18.4,64,9,8.0,2.4,82.0,90,1
18220,19,64.0,3051.0,0.34,78.8,94,91.4,83,18,3.2,8.8,0.999999999999988,70,0
823,15,65.0,1236.0,-0.75,21.2,99,16.5,69,9,8.0,2.4,14.0,70,0
12002,15,96.0,2758.0,-0.13,83.5,94,91.4,106,18,3.2,0.0,2.99999999999999,90,0
1728,15,6.99999999999999,1239.0,-0.53,20.8,95,26.3,74,9,16.1,2.4,8.99999999999999,70,0
14626,16,72.0,2593.0,0.17,25.9,93,69.0,100,7,8.0,8.0,19.0,90,0
11891,15,100.0,2868.0,0.13,58.8,92,82.7,93,18,3.2,0.0,15.0,90,0
10888,16,74.0,2686.0,-0.25,32.9,96,37.3,74,5,16.1,0.0,6.99999999999999,90,0
9358,15,42.0,1532.0,-0.25,42.4,100,70.2,68,5,16.1,0.0,17.0,70,1
12210,15,24.0,1185.0,-2.09,23.1,95,86.3,107,18,3.2,0.0,19.0,90,0
2299,15,72.0,2603.0,0.25,82.0,95,26.3,69,9,8.0,2.4,3.99999999999998,90,1
13299,15,75.0,2675.0,0.0,17.3,91,23.9,100,18,3.2,8.0,3.99999999999998,70,0
17608,19,73.0,2625.0,0.0,82.4,94,91.0,84,7,6.4,0.0,71.0,90,2
22608,15,49.0,2379.0,0.57,21.6,94,65.5,92,18,3.2,0.0,186.0,60,10
20701,20,84.0,2393.0,0.3,16.9,91,21.6,83,18,8.0,0.0,9.99999999999998,80,0
2563,16,60.0,2177.0,-0.53,25.9,95,26.3,70,6,16.1,4.7,14.0,80,1
20825,20,99.0,2849.0,0.0,18.0,92,23.9,79,18,8.0,0.0,11.0,70,0
15455,16,42.0,2007.0,0.13,21.6,92,54.9,96,7,8.0,24.0,92.0,90,2
6126,14,41.0,2075.0,0.26,31.8,89,38.4,71,5,16.1,0.0,40.0,70,2
20935,20,108.0,3064.0,0.27,18.4,91,23.5,80,7,8.0,0.0,9.99999999999998,70,0
20440,20,94.0,2691.0,-0.19,17.6,92,25.1,81,7,8.0,0.0,11.0,90,0
18197,19,81.0,2966.0,0.0,64.7,93,89.8,81,35,8.0,0.0,5.99999999999998,70,0
3278,16,58.0,2114.0,0.0,82.0,95,26.3,66,6,16.1,1.3,4.99999999999999,80,1
17603,19,72.0,2567.0,0.23,82.7,91,91.4,84,7,6.4,0.0,36.0,70,2
4235,16,0.0,901.0,0.0,22.4,95,26.3,72,6,16.1,4.7,20.0,90,1
9429,15,45.0,1650.0,0.0,35.3,100,61.2,74,5,16.1,0.0,36.0,70,2
338,15,68.0,1970.0,-0.27,72.2,90,73.7,65,9,16.1,2.4,47.0,90,1
1719,15,0.0,1534.0,0.0,23.9,95,26.3,74,7,6.4,1.5,94.0,50,3
18037,19,60.0,3516.0,0.19,43.5,91,87.8,84,7,6.4,0.0,82.0,90,3
17675,19,75.0,3591.0,-0.24,29.4,94,74.1,84,7,6.4,0.0,3.99999999999998,70,0
16694,18,45.0,2135.0,0.23,25.9,98,74.1,96,7,4.0,8.8,8.99999999999999,70,0
18347,19,98.0,2795.0,0.7,18.0,91,23.9,80,35,8.0,0.0,6.99999999999999,90,0
13798,15,72.0,2592.0,0.27,58.8,94,89.0,89,18,3.2,0.0,6.99999999999999,80,0
5837,14,79.0,2288.0,0.0,82.0,90,80.4,73,5,16.1,0.0,14.0,90,0
22891,19,80.0,2874.0,0.64,62.4,94,74.1,84,18,3.2,8.8,6.99999999999999,60,1
5618,14,94.0,2696.0,0.0,82.0,87,82.0,76,7,16.1,0.0,6.99999999999999,90,0
119,15,79.0,2841.0,0.27,34.9,104,45.1,69,9,16.1,2.4,25.0,70,1
12278,15,108.0,3059.0,0.37,18.0,92,23.9,94,18,3.2,0.0,3.99999999999998,80,0
20513,20,88.0,2519.0,0.23,54.5,91,87.1,87,18,8.0,0.0,85.0,90,8
532,15,74.0,2694.0,0.49,29.8,96,27.8,74,9,16.1,2.4,8.99999999999999,70,0
17733,19,62.0,2918.0,-0.25,21.2,95,42.0,84,7,6.4,0.0,14.0,90,0
6399,14,0.0,899.0,0.0,22.4,104,25.1,69,5,16.1,0.0,74.0,70,3
1881,15,72.0,2087.0,0.0,25.5,95,26.3,70,7,6.4,1.5,0.999999999999988,70,0
23144,15,0.0,658.0,0.0,12.9,95,26.3,102,18,3.2,0.0,8.99999999999999,70,0
20417,20,96.0,2746.0,0.47,69.0,91,89.0,80,7,8.0,0.0,51.0,70,3
5386,16,0.0,1225.0,0.0,22.0,95,26.3,58,6,16.1,4.7,8.99999999999999,70,1
14760,16,115.0,3264.0,0.0,18.8,93,26.7,98,7,8.0,8.0,0.0,80,0
13273,15,46.0,1692.0,-0.35,14.9,92,22.0,100,18,3.2,8.0,16.0,80,2
2024,15,87.0,2502.0,0.18,27.1,95,26.3,68,9,8.0,2.4,1.99999999999998,70,0
4400,16,95.0,2757.0,-0.48,33.7,95,26.3,63,6,16.1,4.7,2.99999999999999,80,0
4753,16,95.0,2737.0,0.0,27.8,95,26.3,62,6,16.1,1.3,12.0,80,2
16191,16,0.0,854.0,-0.39,12.9,94,22.0,97,7,8.0,8.0,27.0,70,1
13394,15,60.0,1712.0,-0.23,14.9,91,21.2,100,18,3.2,8.0,27.0,80,0
10583,15,29.0,2485.0,-0.27,27.1,99,28.2,75,5,16.1,0.0,22.0,70,0
79,15,2.99999999999999,883.0,0.0,20.0,103,22.0,67,9,16.1,2.4,8.99999999999999,70,0
18965,19,68.0,2478.0,0.0,16.9,91,22.0,83,7,6.4,0.0,9.99999999999998,70,0
16120,16,91.0,2604.0,0.0,17.3,91,22.7,93,7,8.0,8.0,7.99999999999998,90,0
18136,19,84.0,3031.0,-0.22,18.0,92,24.3,80,35,8.0,0.0,6.99999999999999,80,0
22938,16,95.0,2756.0,0.24,28.6,95,26.3,63,6,16.1,4.7,7.99999999999998,90,1
18085,19,43.0,2030.0,0.48,22.4,94,54.5,83,7,6.4,0.0,1.99999999999998,70,0
337,15,69.0,1986.0,0.0,78.8,90,79.6,65,9,16.1,2.4,44.0,90,1
19909,19,120.0,3399.0,0.22,71.0,92,96.5,87,7,5.6,9.6,6.99999999999999,80,0
