Unnamed: 0,observation_hour,speed,rpm,acceleration,throttle_position,engine_temperature,engine_load_value,heart_rate,current_weather,visibility,precipitation,accidents_onsite,design_speed,accidents_time
10442,15,14.0,1247.0,-0.24,28.6,103,28.2,74,5,16.1,0.0,82.0,70,6
20790,20,84.0,3015.0,0.21,18.0,91,24.3,80,18,8.0,0.0,46.0,90,3
10939,16,51.0,2610.0,-0.48,34.1,85,29.0,77,5,16.1,0.0,21.0,70,0
16791,19,90.0,2563.0,0.19,85.5,94,92.5,88,7,5.6,9.6,40.0,90,4
15946,16,81.0,2313.0,0.0,16.5,91,22.0,93,7,8.0,8.0,57.0,90,2
6608,14,0.0,905.0,0.0,22.4,99,25.9,74,5,16.1,0.0,34.0,70,1
4235,16,0.0,901.0,0.0,22.4,95,26.3,72,6,16.1,4.7,20.0,90,1
9304,15,0.0,902.0,0.0,21.6,99,23.1,65,5,16.1,0.0,35.0,70,1
243,15,88.0,2536.0,0.0,82.0,90,81.2,64,9,16.1,2.4,9.99999999999998,90,0
21144,20,12.0,975.0,0.0,16.5,91,62.7,74,7,8.0,0.0,8.99999999999999,70,0
5778,14,82.0,2967.0,0.15,82.0,90,85.1,73,5,16.1,0.0,15.0,90,1
720,15,81.0,2344.0,0.0,26.7,96,18.4,67,7,8.0,0.0,2.99999999999999,90,1
18648,19,108.0,3114.0,-1.33,18.0,91,23.9,89,7,6.4,0.0,21.0,80,1
7463,14,0.0,895.0,0.0,22.0,96,23.9,70,5,16.1,0.0,69.0,70,4
19477,19,74.0,2655.0,0.46,85.5,94,91.0,79,7,6.4,4.8,26.0,60,1
20723,20,54.0,1575.0,-0.23,22.4,92,58.0,81,18,8.0,0.0,26.0,80,4
20930,20,103.0,2960.0,0.0,20.4,90,33.3,80,7,8.0,0.0,7.99999999999998,70,0
8646,15,63.0,1807.0,-0.33,24.7,90,20.8,75,7,16.1,0.0,31.0,70,0
21781,15,102.0,2921.0,0.0,18.0,91,24.3,109,18,3.2,8.0,83.0,90,1
11416,16,13.0,1142.0,-0.53,22.0,101,21.2,62,6,16.1,0.0,28.0,70,1
4297,16,0.0,0.0,0.0,27.5,95,26.3,63,6,16.1,4.7,20.0,90,1
11293,16,95.0,2715.0,0.0,27.8,91,18.0,77,6,16.1,0.0,8.99999999999999,90,0
9001,15,0.0,899.0,0.0,22.4,95,25.9,67,7,16.1,0.0,47.0,70,4
7862,15,36.0,2917.0,0.91,59.2,100,74.5,73,5,16.1,0.0,35.0,70,2
13438,15,63.0,2347.0,-1.57,16.5,92,22.0,104,18,3.2,8.0,7.99999999999998,60,0
10274,15,0.0,898.0,0.0,22.0,101,23.5,60,5,16.1,0.0,85.0,70,4
14322,16,0.0,695.0,0.0,12.9,94,27.1,93,7,8.0,8.0,12.0,50,0
13908,16,70.0,2557.0,0.12,41.6,94,84.7,94,7,8.0,24.0,53.0,90,2
14702,16,87.0,2483.0,-0.560000000000001,18.0,92,29.4,93,7,8.0,8.0,18.0,90,0
6404,14,0.0,897.0,0.0,22.0,105,24.3,69,5,16.1,0.0,74.0,70,3
11590,16,9.0,1470.0,1.28,28.6,103,57.3,77,6,16.1,0.0,11.0,70,2
13309,15,72.0,2564.0,-0.52,16.9,91,23.1,102,18,3.2,8.0,3.99999999999998,50,0
6997,14,53.0,2647.0,0.5,82.0,97,79.2,76,5,16.1,0.0,46.0,70,3
20183,20,104.0,2979.0,0.22,69.0,92,89.4,78,7,8.0,0.0,3.99999999999998,90,0
10016,15,0.0,907.0,0.0,23.1,99,27.8,71,5,16.1,0.0,40.0,70,6
702,15,76.0,2188.0,-0.51,26.3,95,19.2,66,7,8.0,0.0,3.99999999999998,80,0
11021,16,42.0,1539.0,-0.800000000000001,23.1,95,18.0,72,5,16.1,0.0,26.0,90,0
15854,16,73.0,2638.0,0.14,21.6,91,45.9,97,7,8.0,24.0,2.99999999999999,90,0
8683,15,0.0,900.0,0.0,21.6,90,23.1,65,7,16.1,0.0,30.0,70,0
3743,16,15.0,2463.0,0.0,32.9,95,26.3,65,6,16.1,4.7,46.0,50,2
5980,14,69.0,1983.0,0.0,25.1,101,18.4,75,5,16.1,0.0,8.99999999999999,90,2
3476,16,79.0,2282.0,0.0,26.3,95,26.3,65,6,16.1,4.7,38.0,50,1
9497,15,5.0,890.0,-0.91,22.4,102,25.5,77,5,16.1,0.0,89.0,70,6
10601,15,35.0,1781.0,0.24,27.1,100,37.3,71,5,16.1,0.0,27.0,70,1
18096,19,70.0,3340.0,0.71,69.8,95,95.3,84,7,6.4,0.0,1.99999999999998,70,0
7859,15,26.0,2435.0,0.64,81.6,100,75.7,74,5,16.1,0.0,37.0,70,2
4391,16,103.0,2970.0,-0.52,54.9,95,26.3,60,6,16.1,4.7,1.99999999999998,90,0
2858,16,70.0,1993.0,-0.25,82.0,95,26.3,65,6,16.1,1.3,4.99999999999999,90,0
16316,16,6.0,1096.0,-0.31,14.5,94,28.6,92,7,8.0,8.0,8.99999999999999,70,1
18885,19,81.0,2927.0,0.24,20.4,94,38.8,87,7,6.4,0.0,71.0,70,3
12839,15,73.0,2637.0,0.34,59.2,94,89.0,97,18,3.2,0.0,0.999999999999988,70,0
1827,15,0.0,905.0,0.0,20.8,95,26.3,75,7,6.4,1.5,96.0,50,3
21960,15,62.0,2224.0,-0.42,26.3,96,18.4,72,5,16.1,0.0,3.99999999999998,70,0
16502,16,0.0,671.0,0.0,12.9,94,24.3,96,7,8.0,8.0,11.0,70,2
6455,14,33.0,1721.0,0.23,32.5,101,46.7,75,5,16.1,0.0,44.0,70,1
13395,15,62.0,1789.0,0.23,21.6,91,51.0,100,18,3.2,8.0,24.0,80,0
7800,15,42.0,2147.0,0.26,82.0,101,78.4,69,5,16.1,0.0,33.0,70,2
4275,16,0.0,910.0,0.0,21.2,95,26.3,63,6,16.1,4.7,20.0,90,1
11623,16,0.0,888.0,0.0,22.4,102,25.5,70,6,16.1,0.0,12.0,70,2
998,15,55.0,2792.0,0.24,82.0,96,83.5,69,9,8.0,2.4,48.0,70,2
7280,14,0.0,909.0,0.0,22.0,101,23.9,71,5,16.1,0.0,28.0,70,2
20358,20,84.0,2402.0,-0.16,16.9,90,23.5,79,7,8.0,0.0,33.0,70,1
20464,20,82.0,2378.0,-0.23,16.9,94,23.1,83,18,8.0,0.0,28.0,90,1
19850,19,105.0,3017.0,-0.32,31.8,91,68.6,87,7,5.6,9.6,8.99999999999999,90,1
20793,20,85.0,3070.0,-0.23,18.4,90,24.7,81,18,8.0,0.0,11.0,90,3
13256,15,40.0,1516.0,0.12,14.5,94,22.0,94,18,3.2,8.0,13.0,60,0
10369,15,18.0,962.0,-0.84,22.7,101,24.7,78,5,16.1,0.0,97.0,70,7
7526,15,28.0,2354.0,0.0,27.8,100,25.9,77,5,16.1,0.0,78.0,70,1
2712,16,56.0,2881.0,0.17,80.0,95,26.3,66,6,16.1,4.7,8.99999999999999,70,1
18792,19,74.0,2696.0,0.0,17.3,91,23.9,85,7,6.4,0.0,5.99999999999998,70,0
18811,19,67.0,2422.0,0.0,16.5,92,21.6,85,7,6.4,0.0,2.99999999999999,70,1
16649,18,0.0,662.0,0.0,12.9,97,24.7,85,7,4.0,8.8,8.99999999999999,70,0
9361,15,43.0,1585.0,-0.22,33.3,99,43.9,70,5,16.1,0.0,15.0,70,1
14646,16,70.0,2555.0,0.0,16.5,92,21.6,98,7,8.0,8.0,6.99999999999999,90,0
3762,16,3.99999999999999,1220.0,-0.79,26.3,95,26.3,65,6,16.1,4.7,47.0,50,2
16339,16,0.0,746.0,-0.26,13.3,94,27.1,92,7,8.0,8.0,7.99999999999998,70,1
2807,16,67.0,2444.0,-0.25,40.8,95,26.3,69,6,16.1,4.7,8.99999999999999,70,1
3852,16,60.0,2154.0,-0.5,33.7,95,26.3,66,6,16.1,4.7,28.0,90,0
14771,16,109.0,3097.0,0.11,19.2,91,32.9,94,7,8.0,8.0,6.99999999999999,90,0
10368,15,19.0,1025.0,-1.01,22.7,102,24.3,78,5,16.1,0.0,101.0,70,7
9403,15,19.0,1770.0,0.0,28.6,101,36.9,71,5,16.1,0.0,49.0,70,3
10378,15,18.0,1472.0,-1.42,23.9,99,23.9,68,5,16.1,0.0,81.0,70,5
21798,16,17.0,1453.0,-0.42,22.7,105,15.7,71,6,16.1,0.0,8.99999999999999,70,2
18959,19,69.0,2479.0,0.91,55.3,91,90.2,85,7,6.4,0.0,11.0,80,0
6794,14,0.0,896.0,0.0,22.0,103,23.1,64,5,16.1,0.0,60.0,70,2
20131,20,109.0,3106.0,-0.48,18.4,91,25.9,83,7,8.0,0.0,2.99999999999999,90,0
15688,16,63.0,2323.0,0.22,16.5,90,22.4,102,7,8.0,24.0,53.0,90,2
3019,16,59.0,2112.0,0.25,82.0,95,26.3,68,6,16.1,1.3,6.99999999999999,80,1
9796,15,24.0,1270.0,-1.34,30.2,99,33.7,79,5,16.1,0.0,45.0,70,3
155,15,90.0,2579.0,0.0,82.0,95,80.8,62,9,16.1,2.4,11.0,90,0
12474,15,79.0,2834.0,0.31,85.5,94,92.5,105,18,3.2,8.0,29.0,90,1
799,15,81.0,2337.0,-0.16,26.7,99,18.4,66,9,8.0,2.4,6.99999999999999,80,0
11425,16,13.0,1105.0,0.0,20.4,101,16.1,71,6,16.1,0.0,25.0,70,1
6927,14,46.0,2354.0,0.6,82.0,101,71.0,72,5,16.1,0.0,51.0,70,2
11932,15,100.0,2869.0,-0.11,63.5,94,90.2,92,18,3.2,0.0,35.0,90,2
202,15,79.0,2871.0,-0.51,72.2,89,80.8,62,9,16.1,2.4,17.0,90,2
4056,16,85.0,2426.0,0.31,56.5,95,26.3,62,6,16.1,4.7,2.99999999999999,90,0
3057,16,75.0,2721.0,0.19,38.4,95,26.3,67,6,16.1,1.3,52.0,90,2
18483,19,64.0,3054.0,0.95,81.6,90,92.5,84,7,6.4,0.0,2.99999999999999,90,2
12191,15,40.0,1923.0,0.28,26.7,93,68.6,102,18,3.2,0.0,13.0,90,0
18744,19,66.0,2424.0,-1.5,16.9,94,23.9,87,7,6.4,0.0,17.0,60,1
18678,19,96.0,2774.0,-0.94,53.7,95,83.5,87,7,6.4,0.0,6.99999999999999,90,0
11071,16,74.0,2649.0,0.37,35.7,88,37.6,75,5,16.1,0.0,15.0,90,0
12845,15,79.0,2877.0,0.29,16.9,94,24.3,98,18,3.2,0.0,7.99999999999998,60,0
6316,14,46.0,1694.0,-1.25,24.7,101,21.2,77,5,16.1,0.0,86.0,70,3
13021,15,111.0,3190.0,-0.36,34.9,93,49.8,98,7,8.0,0.0,0.999999999999988,70,0
14508,16,6.99999999999999,1200.0,0.26,16.1,91,40.8,93,7,8.0,8.0,45.0,50,1
6322,14,43.0,1556.0,-0.47,29.8,101,18.8,76,5,16.1,0.0,66.0,70,5
1772,15,30.0,2526.0,0.0,32.9,95,26.3,78,7,6.4,1.5,92.0,50,3
5506,14,89.0,2540.0,0.24,82.0,96,80.4,75,7,16.1,0.0,11.0,70,0
19724,19,91.0,2594.0,0.0,17.3,93,23.9,81,7,5.6,9.6,59.0,90,1
22317,19,73.0,3479.0,0.24,72.9,94,98.0,81,7,6.4,0.0,14.0,70,0
13138,15,93.0,2667.0,0.4,18.0,91,36.1,98,18,3.2,8.0,0.999999999999988,80,0
15078,16,105.0,3014.0,0.12,28.6,91,72.9,94,7,8.0,8.0,21.0,90,0
16531,16,10.0,1015.0,-0.87,14.9,94,28.2,104,7,8.0,8.0,8.99999999999999,70,1
14481,16,9.0,1085.0,-0.42,14.5,98,26.3,105,7,8.0,8.0,38.0,50,1
15055,16,105.0,3006.0,0.14,65.5,94,90.2,104,7,8.0,8.0,4.99999999999999,90,0
21207,15,102.0,2960.0,0.53,36.1,94,68.6,106,18,3.2,0.0,92.0,70,5
1794,15,0.0,916.0,0.0,22.0,95,26.3,75,7,6.4,1.5,96.0,50,3
1755,15,5.0,1161.0,-2.13,22.4,95,26.3,73,7,6.4,1.5,96.0,50,3
19772,19,74.0,2126.0,0.0,85.5,93,93.3,81,7,5.6,9.6,47.0,70,2
10128,15,13.0,1989.0,0.25,35.7,102,56.1,75,5,16.1,0.0,33.0,70,1
5030,16,97.0,2788.0,-0.81,28.2,95,26.3,62,6,16.1,4.7,52.0,70,2
2223,15,97.0,2782.0,0.0,77.3,95,26.3,66,9,8.0,2.4,20.0,80,0
17432,19,108.0,3088.0,-0.37,18.4,92,25.1,85,7,6.4,0.0,7.99999999999998,90,0
20778,20,68.0,3231.0,-0.22,18.4,91,24.7,84,18,8.0,0.0,50.0,90,2
8205,15,45.0,2297.0,-0.52,27.1,99,19.2,76,7,16.1,0.0,21.0,70,1
4354,16,88.0,2532.0,0.24,82.0,95,26.3,62,6,16.1,4.7,2.99999999999999,90,0
19933,19,117.0,3355.0,-0.24,19.2,90,25.5,81,7,5.6,9.6,0.0,80,0
1918,15,89.0,2552.0,-0.25,27.1,95,26.3,66,6,16.1,0.299999999999998,1.99999999999998,90,0
5138,16,90.0,2561.0,-0.24,27.5,95,26.3,60,6,16.1,4.7,17.0,90,1
17647,19,85.0,3026.0,-0.23,59.6,94,90.2,80,7,6.4,0.0,8.99999999999999,90,0
6012,14,43.0,1559.0,-0.41,27.1,101,26.3,75,5,16.1,0.0,100.0,50,6
22563,19,84.0,3015.0,0.33,18.0,91,23.9,79,7,6.4,0.0,0.999999999999988,80,0
2657,16,61.0,2225.0,-0.28,68.6,95,26.3,69,6,16.1,4.7,7.99999999999998,90,1
13678,15,85.0,2425.0,0.0,32.2,94,89.0,113,18,3.2,0.0,1.99999999999998,80,0
15128,16,68.0,1944.0,0.37,56.9,94,89.4,101,7,8.0,8.0,14.0,70,0
2875,16,70.0,2024.0,0.0,82.0,95,26.3,67,6,16.1,1.3,0.999999999999988,90,0
18967,19,72.0,2578.0,0.17,20.8,91,41.2,83,7,6.4,0.0,7.99999999999998,70,0
9763,15,17.0,1137.0,-0.7,22.7,96,22.0,71,5,16.1,0.0,77.0,70,3
2528,16,70.0,2551.0,-0.27,27.1,95,26.3,68,6,16.1,4.7,27.0,80,2
1590,15,70.0,2529.0,0.17,82.0,83,82.7,69,6,16.1,0.299999999999998,2.99999999999999,50,0
13644,15,85.0,2415.0,0.15,62.7,94,90.6,89,18,3.2,0.0,2.99999999999999,80,0
18762,19,38.0,1852.0,-0.72,15.3,92,22.7,88,7,6.4,0.0,14.0,60,1
18991,19,68.0,2429.0,-0.39,16.5,91,21.2,87,7,6.4,4.8,106.0,60,7
20098,20,111.0,3195.0,0.22,63.5,92,87.1,88,7,8.0,0.0,2.99999999999999,90,1
10997,16,32.0,1640.0,-0.26,74.9,92,81.2,69,5,16.1,0.0,31.0,90,0
12586,15,99.0,2790.0,0.34,32.2,91,90.2,101,18,3.2,8.0,23.0,80,0
13499,15,61.0,2939.0,0.26,35.7,93,85.1,93,18,3.2,8.0,8.99999999999999,70,1
15108,16,80.0,2286.0,-0.14,24.3,92,78.8,92,7,8.0,8.0,4.99999999999999,90,0
20469,20,82.0,2344.0,0.0,16.9,91,32.9,84,18,8.0,0.0,14.0,80,0
9594,15,0.0,908.0,0.0,22.4,103,25.9,71,5,16.1,0.0,100.0,70,5
20480,20,93.0,2704.0,-0.47,17.6,92,24.3,88,18,8.0,0.0,11.0,80,0
7544,15,24.0,2031.0,-0.38,32.2,101,42.0,76,5,16.1,0.0,33.0,70,1
3839,16,61.0,3169.0,0.0,34.1,95,26.3,63,6,16.1,4.7,26.0,90,0
3310,16,72.0,2561.0,-0.48,27.1,95,26.3,62,6,16.1,1.3,87.0,90,2
22843,19,104.0,2982.0,0.33,60.8,92,90.6,84,7,5.6,9.6,2.99999999999999,90,0
3292,16,71.0,2556.0,0.0,82.0,95,26.3,71,6,16.1,1.3,22.0,90,0
17843,19,81.0,2956.0,0.53,22.4,92,65.5,85,7,6.4,0.0,19.0,80,1
20623,20,85.0,2450.0,-0.74,16.9,91,22.7,83,18,8.0,0.0,27.0,70,3
2035,15,80.0,2318.0,-1.33,26.3,95,26.3,66,9,8.0,2.4,4.99999999999999,90,2
12539,15,76.0,2778.0,0.0,85.5,94,91.4,107,18,3.2,8.0,8.99999999999999,90,2
21652,16,3.99999999999999,1134.0,0.13,14.1,91,32.5,102,7,8.0,8.0,46.0,70,2
21719,19,79.0,2814.0,0.0,66.3,94,89.8,85,7,6.4,0.0,11.0,60,2
7331,14,0.0,923.0,0.0,23.9,104,31.4,74,5,16.1,0.0,29.0,70,2
618,15,81.0,2340.0,-0.19,26.7,83,19.2,67,7,8.0,0.0,3.99999999999998,70,0
18371,19,85.0,2433.0,-0.48,83.9,91,92.2,85,35,8.0,0.0,2.99999999999999,90,0
11248,16,111.0,3185.0,0.0,29.0,90,15.3,74,6,16.1,0.0,3.99999999999998,90,0
10548,15,5.0,1403.0,0.64,37.6,100,69.8,75,5,16.1,0.0,20.0,70,0
16785,19,85.0,2447.0,0.22,85.5,93,93.3,88,7,5.6,9.6,14.0,90,0
19876,19,104.0,2989.0,0.0,62.7,91,84.3,89,7,5.6,9.6,18.0,90,1
18531,19,42.0,1986.0,0.0,61.6,97,89.8,84,7,6.4,0.0,7.99999999999998,70,0
3826,16,50.0,2548.0,0.23,70.6,95,26.3,71,6,16.1,4.7,66.0,90,1
15327,16,61.0,1773.0,0.14,16.1,92,26.7,97,7,8.0,24.0,28.0,90,3
8779,15,43.0,1580.0,-2.92,23.1,87,18.4,74,7,16.1,0.0,66.0,70,1
18629,19,81.0,2940.0,-0.3,18.0,91,23.9,80,7,6.4,0.0,0.999999999999988,90,0
2624,16,51.0,1860.0,-0.52,23.9,95,26.3,68,6,16.1,1.3,172.0,50,15
8864,15,44.0,2257.0,-0.46,26.3,86,18.4,74,7,16.1,0.0,73.0,70,4
18948,19,72.0,2594.0,0.22,17.3,92,23.5,85,7,6.4,0.0,12.0,60,1
13954,16,72.0,2638.0,-0.35,33.7,94,85.1,97,7,8.0,24.0,29.0,70,1
13516,15,57.0,2787.0,-0.41,20.0,94,29.8,94,18,3.2,8.0,9.99999999999998,60,2
17801,19,81.0,2924.0,0.88,17.3,91,47.8,84,7,6.4,0.0,8.99999999999999,90,2
5085,16,105.0,3029.0,0.0,30.6,95,26.3,73,6,16.1,4.7,17.0,70,0
15856,16,75.0,2734.0,0.35,18.0,91,25.1,97,7,8.0,24.0,1.99999999999998,90,0
22835,15,81.0,2931.0,0.19,19.2,92,19.2,105,18,3.2,8.0,74.0,70,6
20471,20,88.0,2521.0,0.37,57.3,91,89.4,84,18,8.0,0.0,15.0,80,0
780,15,80.0,2287.0,-0.29,25.9,99,17.3,69,9,8.0,2.4,7.99999999999998,70,0
12816,15,84.0,3007.0,0.0,80.4,94,92.5,102,7,8.0,0.0,4.99999999999999,50,0
3677,16,29.0,1095.0,-1.16,22.7,95,26.3,66,6,16.1,4.7,51.0,70,2
8379,15,59.0,2410.0,0.0,59.6,97,75.7,78,7,16.1,0.0,8.99999999999999,70,1
22394,16,51.0,1849.0,0.23,19.2,91,21.2,97,7,8.0,24.0,26.0,80,2
13804,15,80.0,2907.0,0.26,37.3,94,85.9,92,18,3.2,0.0,5.99999999999998,90,0
14579,16,58.0,2105.0,0.22,85.5,94,92.2,91,7,8.0,8.0,69.0,70,1
19215,19,85.0,2423.0,-0.51,24.7,94,60.0,81,7,6.4,4.8,4.99999999999999,90,0
7132,14,3.99999999999999,1660.0,0.0,34.9,103,69.4,72,5,16.1,0.0,72.0,70,3
4304,16,11.0,1541.0,-0.43,25.1,95,26.3,61,6,16.1,4.7,20.0,80,1
10166,15,37.0,3114.0,0.75,37.3,93,59.2,71,5,16.1,0.0,75.0,70,3
22038,15,74.0,2692.0,0.0,82.0,95,26.3,69,9,8.0,2.4,4.99999999999999,90,1
10032,15,33.0,2778.0,0.34,33.3,100,37.6,70,5,16.1,0.0,62.0,70,5
1737,15,0.0,904.0,0.0,20.4,95,26.3,73,7,6.4,1.5,95.0,50,3
12963,15,100.0,2866.0,0.51,18.0,91,22.4,93,7,8.0,0.0,6.99999999999999,90,0
5688,14,77.0,2777.0,0.0,82.0,88,81.6,67,7,16.1,0.0,3.99999999999998,70,0
4161,16,5.0,1284.0,-0.26,24.3,95,26.3,64,6,16.1,4.7,22.0,80,1
7899,15,0.0,909.0,0.0,22.4,97,26.3,77,5,16.1,0.0,26.0,70,1
7076,14,40.0,2085.0,0.25,35.7,103,59.6,75,5,16.1,0.0,75.0,70,3
7646,15,9.0,1467.0,0.24,45.5,100,61.6,74,5,16.1,0.0,48.0,70,1
19174,19,93.0,2655.0,-0.15,67.1,94,89.0,81,7,6.4,4.8,2.99999999999999,90,0
16250,16,0.0,655.0,0.0,12.9,94,26.3,100,7,8.0,8.0,26.0,70,2
12395,15,100.0,2855.0,0.4,21.2,91,40.8,97,18,3.2,8.0,3.99999999999998,90,0
8664,15,0.0,904.0,0.0,21.6,88,23.1,68,7,16.1,0.0,30.0,70,0
19829,19,93.0,3375.0,0.61,29.0,92,89.8,81,7,5.6,9.6,13.0,70,1
22548,15,48.0,1749.0,-0.79,23.9,95,26.3,68,9,8.0,2.4,3.99999999999998,50,0
2355,15,54.0,1956.0,0.81,30.6,95,26.3,75,9,8.0,2.4,16.0,80,2
11492,16,17.0,1398.0,0.0,31.4,105,42.7,74,6,16.1,0.0,7.99999999999998,70,1
3447,16,65.0,2382.0,0.0,30.2,95,26.3,63,6,16.1,4.7,22.0,50,2
8041,15,17.0,1396.0,0.24,38.0,95,72.9,70,7,16.1,0.0,26.0,70,3
13473,15,61.0,2918.0,0.23,32.9,92,80.0,93,18,3.2,0.0,94.0,50,9
16118,16,91.0,2598.0,0.13,16.9,91,22.7,94,7,8.0,8.0,8.99999999999999,90,0
12356,15,96.0,2722.0,0.45,34.9,91,83.5,105,18,3.2,0.0,4.99999999999999,90,0
17469,19,81.0,2329.0,-0.69,16.9,91,22.7,92,7,6.4,0.0,13.0,70,0
8693,15,0.0,887.0,0.0,21.6,92,22.7,65,7,16.1,0.0,30.0,70,0
6237,14,41.0,2079.0,0.24,31.0,96,50.2,71,5,16.1,0.0,39.0,70,1
21211,15,75.0,2797.0,-0.66,18.0,94,27.5,117,18,3.2,8.0,15.0,70,3
3703,16,9.0,886.0,-0.78,21.2,95,26.3,64,6,16.1,4.7,47.0,70,2
6552,14,41.0,2091.0,-0.25,35.3,99,61.2,75,5,16.1,0.0,73.0,70,5
2056,15,54.0,2777.0,0.99,82.0,95,26.3,66,9,8.0,2.4,83.0,90,9
1172,15,76.0,2751.0,-0.18,27.5,92,16.9,65,9,8.0,2.4,4.99999999999999,70,0
10829,16,42.0,2644.0,0.92,82.0,96,77.3,77,5,16.1,0.0,92.0,50,6
10066,15,39.0,1965.0,0.73,29.4,99,47.1,75,5,16.1,0.0,64.0,70,2
7559,15,36.0,2564.0,-0.25,27.8,102,18.8,75,5,16.1,0.0,49.0,70,2
2893,16,75.0,2731.0,0.25,82.0,95,26.3,67,6,16.1,1.3,4.99999999999999,80,0
371,15,68.0,2462.0,-0.25,78.4,92,79.6,70,9,16.1,2.4,1.99999999999998,90,0
16128,16,90.0,2563.0,0.21,19.6,91,36.1,89,7,8.0,8.0,18.0,70,1
10891,16,74.0,2668.0,0.0,27.5,95,17.3,73,5,16.1,0.0,13.0,90,0
8862,15,46.0,2358.0,-0.46,26.7,86,18.4,74,7,16.1,0.0,80.0,70,4
5224,16,37.0,1355.0,0.26,29.8,95,26.3,61,6,16.1,4.7,25.0,70,1
8684,15,0.0,905.0,0.0,22.0,90,23.1,65,7,16.1,0.0,30.0,70,0
11360,16,18.0,2652.0,0.48,39.2,96,66.7,69,6,16.1,0.0,12.0,70,0
5505,14,87.0,2499.0,0.0,81.2,96,80.0,75,7,16.1,0.0,12.0,70,0
8085,15,0.0,900.0,0.0,22.4,93,25.5,66,7,16.1,0.0,20.0,70,0
21988,15,90.0,2559.0,-0.73,56.9,94,89.4,89,18,3.2,8.0,5.99999999999998,90,0
12220,15,66.0,3089.0,0.92,85.5,95,94.5,107,18,3.2,0.0,14.0,70,0
17883,19,86.0,3114.0,0.0,69.4,92,91.4,85,7,6.4,0.0,0.999999999999988,90,0
7035,14,27.0,1066.0,-1.54,23.5,99,35.7,71,5,16.1,0.0,39.0,70,3
2573,16,47.0,1712.0,-0.41,23.9,95,26.3,71,6,16.1,4.7,9.99999999999998,70,1
17212,19,72.0,2580.0,0.0,17.3,92,23.9,84,7,6.4,4.8,11.0,90,2
2661,16,55.0,1997.0,-0.51,56.1,95,26.3,68,6,16.1,4.7,9.99999999999998,90,1
17610,19,74.0,2684.0,0.23,85.5,94,91.0,84,7,6.4,0.0,73.0,70,3
1286,15,63.0,2292.0,-0.24,82.0,92,81.6,66,9,8.0,2.4,0.999999999999988,80,0
4313,16,10.0,1449.0,0.61,56.1,95,26.3,61,6,16.1,4.7,20.0,80,1
14468,16,9.0,1026.0,0.0,16.1,98,38.0,105,7,8.0,8.0,15.0,50,1
18722,19,99.0,3597.0,-0.15,74.5,94,98.4,80,7,6.4,0.0,5.99999999999998,90,0
2513,16,58.0,2087.0,-0.25,25.5,95,26.3,68,6,16.1,4.7,38.0,70,1
18213,19,66.0,2406.0,-0.66,26.7,94,31.0,78,18,3.2,8.8,2.99999999999999,60,0
18979,19,80.0,2882.0,0.68,63.5,91,89.8,81,7,6.4,0.0,7.99999999999998,60,0
7708,15,39.0,3205.0,0.74,75.7,105,81.6,73,5,16.1,0.0,71.0,70,2
17096,19,78.0,2246.0,0.23,79.6,94,92.9,80,7,6.4,4.8,48.0,90,2
22796,15,57.0,2065.0,1.22,60.0,92,91.0,97,18,3.2,8.0,9.99999999999998,90,2
21152,20,6.99999999999999,1127.0,-0.96,14.5,94,33.7,74,7,8.0,0.0,8.99999999999999,70,0
12538,15,76.0,2779.0,0.0,85.5,94,91.4,107,18,3.2,8.0,9.99999999999998,90,2
20798,20,91.0,3278.0,0.22,18.8,91,21.2,79,18,8.0,0.0,8.99999999999999,90,1
1231,15,71.0,2580.0,-0.46,27.1,83,16.5,66,9,8.0,2.4,16.0,80,0
4513,16,82.0,2346.0,-0.26,26.3,95,26.3,62,6,16.1,4.7,22.0,90,0
6897,14,0.0,0.0,0.0,27.8,99,0.0,84,5,16.1,0.0,57.0,70,3
8677,15,0.0,895.0,0.0,21.6,90,23.1,68,7,16.1,0.0,30.0,70,0
19341,19,74.0,2673.0,0.21,81.2,93,91.0,84,7,6.4,4.8,9.99999999999998,90,2
14884,16,76.0,2229.0,-1.28,16.1,92,22.7,88,7,8.0,8.0,1.99999999999998,90,0
10265,15,0.0,906.0,0.0,22.4,99,25.9,63,5,16.1,0.0,85.0,70,4
1091,15,58.0,3156.0,-0.49,48.2,88,82.4,69,9,8.0,2.4,2.99999999999999,50,0
12388,15,100.0,2887.0,-0.26,18.0,92,24.7,96,18,3.2,8.0,6.99999999999999,90,0
4152,16,6.0,1242.0,0.0,25.1,95,26.3,67,6,16.1,4.7,22.0,80,1
10381,15,11.0,1034.0,-0.7,25.1,99,29.4,71,5,16.1,0.0,81.0,70,5
4584,16,80.0,2910.0,-0.26,63.9,95,26.3,71,6,16.1,4.7,12.0,50,0
6298,14,55.0,1963.0,0.23,34.5,99,38.8,78,5,16.1,0.0,134.0,70,9
18529,19,40.0,1954.0,0.0,74.5,96,89.8,81,7,6.4,0.0,7.99999999999998,70,0
13793,15,68.0,1936.0,0.14,62.7,94,89.8,87,18,3.2,0.0,13.0,80,0
23028,19,84.0,2428.0,-0.7,16.9,92,22.4,81,7,6.4,0.0,5.99999999999998,90,0
1734,15,0.0,901.0,0.0,20.4,95,26.3,68,7,6.4,1.5,95.0,50,3
9612,15,17.0,1522.0,1.04,78.8,103,74.9,74,5,16.1,0.0,108.0,70,5
