,observation_hour,speed,rpm,acceleration,throttle_position,engine_temperature,engine_load_value,heart_rate,current_weather,visibility,precipitation,accidents_onsite,design_speed,accidents_time,risk_level
438,15.0,47.0,2410.0,-0.3300000000000002,27.1,85.0,18.399999999999995,74.0,6.999999999999997,16.1,0.0,79.99999999999999,70.0,4.0,1
439,15.0,47.0,1695.0,-0.24,24.300000000000004,88.0,19.19999999999999,74.0,6.999999999999997,16.1,0.0,38.99999999999998,70.0,3.0,1
440,15.0,45.0,1662.9999999999998,0.2499999999999997,32.89999999999999,90.0,46.29999999999999,75.0,6.999999999999997,16.1,0.0,16.999999999999996,70.0,3.0,1
441,15.0,49.0,1769.9999999999998,0.0,24.300000000000004,91.0,18.8,76.0,6.999999999999997,16.1,0.0,65.0,70.0,3.0,1
442,15.0,57.0,2065.0,-0.24,29.8,93.0,25.1,74.0,6.999999999999997,16.1,0.0,96.0,70.0,3.0,1
443,15.0,0.0,904.0,0.0,22.0,96.0,25.500000000000004,67.0,6.999999999999997,16.1,0.0,46.99999999999999,70.0,4.0,2
444,15.0,53.0,1533.9999999999998,-1.2200000000000004,23.1,96.0,18.8,74.0,5.0,16.1,0.0,24.99999999999997,70.0,1.0,1
445,15.0,0.0,892.9999999999999,0.0,21.2,101.0,22.4,77.0,5.0,16.1,0.0,67.0,70.0,2.0,1
446,15.0,0.0,899.9999999999998,0.0,21.2,101.0,23.1,77.0,5.0,16.1,0.0,67.0,70.0,2.0,1
447,15.0,33.99999999999999,1746.0,-0.2600000000000001,24.300000000000004,98.0,18.8,71.0,5.0,16.1,0.0,58.99999999999999,70.0,0.0,1
448,15.0,2.9999999999999907,942.0,-1.4800000000000004,23.1,95.0,26.7,75.0,5.0,16.1,0.0,65.0,70.0,1.0,1
449,15.0,0.0,912.9999999999998,0.0,22.4,97.0,26.3,72.0,5.0,16.1,0.0,35.0,70.0,1.0,1
450,15.0,0.0,906.0,0.0,21.599999999999994,98.0,24.7,65.0,5.0,16.1,0.0,35.0,70.0,1.0,1
451,15.0,0.0,897.9999999999997,0.0,21.2,102.0,23.1,65.0,5.0,16.1,0.0,35.0,70.0,1.0,1
452,15.0,50.00000000000001,1809.0,-0.4599999999999998,24.300000000000004,101.0,18.399999999999995,68.0,5.0,16.1,0.0,16.999999999999996,70.0,1.0,1
453,15.0,43.99999999999999,1579.0,0.2300000000000003,34.9,99.0,62.400000000000006,68.0,5.0,16.1,0.0,15.999999999999982,70.0,1.0,1
454,15.0,3.999999999999988,895.9999999999995,-1.2900000000000005,22.4,99.0,26.7,70.0,5.0,16.1,0.0,52.0,70.0,4.0,1
455,15.0,37.99999999999999,1961.0,-1.6200000000000006,25.5,101.0,19.19999999999999,70.0,5.0,16.1,0.0,59.99999999999998,70.0,3.0,1
456,15.0,45.0,1583.0,-0.1699999999999999,23.5,100.0,17.999999999999993,73.0,5.0,16.1,0.0,52.0,70.0,2.0,1
457,15.0,30.999999999999996,1134.9999999999998,-0.7600000000000002,20.39999999999999,100.0,17.599999999999994,79.0,5.0,16.1,0.0,48.0,70.0,4.999999999999999,1
458,15.0,0.0,914.0,0.0,22.0,100.0,22.699999999999992,73.0,5.0,16.1,0.0,46.99999999999999,70.0,4.999999999999999,1
459,15.0,30.0,2494.0,1.2599999999999996,82.00000000000001,101.0,70.6,72.0,5.0,16.1,0.0,54.0,70.0,5.999999999999999,1
460,15.0,0.0,1201.0,0.0,27.8,102.0,60.79999999999999,80.0,5.0,16.1,0.0,84.0,70.0,5.999999999999999,1
461,15.0,0.9999999999999968,993.0,-0.7499999999999998,24.7,102.0,29.8,73.0,5.0,16.1,0.0,85.0,70.0,5.999999999999999,1
462,15.0,8.999999999999998,1191.0,-0.2499999999999997,49.79999999999998,103.0,71.0,71.0,5.0,16.1,0.0,98.0,70.0,4.999999999999999,1
463,15.0,0.0,898.9999999999998,0.0,22.4,103.0,25.89999999999999,71.0,5.0,16.1,0.0,100.0,70.0,4.999999999999999,1
464,15.0,41.99999999999999,2139.0,-0.2199999999999998,55.29999999999998,103.0,77.3,72.0,5.0,16.1,0.0,39.99999999999999,70.0,3.0,1
465,15.0,45.0,2299.0,0.7600000000000002,82.00000000000001,102.0,78.4,74.0,5.0,16.1,0.0,46.0,70.0,5.999999999999999,1
466,15.0,23.99999999999999,1298.0,-1.82,29.4,101.0,32.89999999999999,74.0,5.0,16.1,0.0,44.99999999999999,70.0,5.999999999999999,1
467,15.0,22.999999999999996,1223.0,-1.7,28.6,95.0,32.49999999999999,73.0,5.0,16.1,0.0,38.99999999999998,70.0,2.0,1
468,15.0,9.999999999999996,1023.0,0.0,23.9,96.0,27.5,71.0,5.0,16.1,0.0,65.99999999999999,70.0,3.0,1
469,15.0,0.0,895.9999999999995,0.0,22.0,99.0,24.7,79.0,5.0,16.1,0.0,44.99999999999999,70.0,2.0,1
470,15.0,30.999999999999996,2569.0,0.7299999999999996,34.1,103.0,46.7,75.0,5.0,16.1,0.0,48.99999999999999,70.0,2.0,1
471,15.0,37.99999999999999,1906.0,0.6999999999999998,38.4,103.0,59.6,75.0,5.0,16.1,0.0,56.99999999999999,70.0,2.0,1
472,15.0,26.0,1140.0,-1.43,24.7,103.0,30.2,76.0,5.0,16.1,0.0,71.0,70.0,3.0,1
473,15.0,12.999999999999998,912.9999999999998,-1.1800000000000002,23.1,103.0,27.1,73.0,5.0,16.1,0.0,67.0,70.0,3.0,1
474,15.0,13.999999999999996,2097.0,1.5399999999999998,81.6,105.0,72.2,72.0,5.0,16.1,0.0,67.0,70.0,1.0,1
475,15.0,17.999999999999996,2652.0,1.3800000000000003,81.6,105.0,70.2,70.0,5.0,16.1,0.0,67.0,70.0,1.0,1
476,15.0,50.00000000000001,2551.0,-0.1499999999999998,28.6,96.0,23.5,68.0,5.0,16.1,0.0,40.99999999999999,70.0,4.0,1
477,15.0,0.0,1788.0,0.0,39.2,101.0,72.9,78.0,5.0,16.1,0.0,49.99999999999998,70.0,2.0,1
478,15.0,19.99999999999999,1780.9999999999998,-0.48,35.7,101.0,59.99999999999999,71.0,5.0,16.1,0.0,29.99999999999999,70.0,1.0,1
479,15.0,26.999999999999996,2256.0,-0.2499999999999997,27.1,99.0,19.6,72.0,5.0,16.1,0.0,35.0,70.0,1.0,1
480,15.0,27.99999999999999,2383.0,0.9500000000000004,36.1,89.0,57.3,73.0,5.0,16.1,0.0,75.0,70.0,4.0,1
481,15.0,30.0,2520.0,0.4599999999999998,34.1,89.0,46.29999999999999,73.0,5.0,16.1,0.0,77.99999999999999,70.0,4.0,1
482,15.0,19.99999999999999,1381.9999999999998,-1.5599999999999998,24.7,89.0,21.999999999999996,73.0,5.0,16.1,0.0,75.0,70.0,4.0,1
483,15.0,0.0,0.0,0.0,27.8,95.0,0.0,76.0,5.0,16.1,0.0,71.0,70.0,4.0,1
484,15.0,0.0,0.0,0.0,27.8,96.0,0.0,70.0,5.0,16.1,0.0,71.0,70.0,4.0,1
485,15.0,0.0,901.9999999999998,0.0,23.5,99.0,29.0,66.0,5.0,16.1,0.0,85.0,70.0,4.0,1
486,15.0,23.99999999999999,1999.0,0.24,53.3,104.0,77.6,76.0,5.0,16.1,0.0,96.0,70.0,5.999999999999999,1
487,15.0,4.999999999999997,982.0,-0.6900000000000002,22.699999999999992,100.0,26.7,71.0,5.0,16.1,0.0,96.0,70.0,5.999999999999999,1
488,15.0,12.999999999999998,2005.0,0.2300000000000003,31.0,103.0,37.6,74.0,5.0,16.1,0.0,31.999999999999996,70.0,3.0,1
489,15.0,22.999999999999996,1943.0,0.2300000000000003,35.7,99.0,65.5,73.0,5.0,16.1,0.0,23.0,70.0,0.0,1
490,15.0,37.99999999999999,1935.0,-0.24,25.099999999999994,100.0,25.1,74.0,5.0,16.1,0.0,23.0,70.0,1.0,1
491,15.0,33.99999999999999,1815.0,-0.2300000000000003,37.3,100.0,63.9,71.0,5.0,16.1,0.0,25.99999999999999,70.0,1.0,1
492,15.0,37.99999999999999,1946.0,-0.2300000000000003,25.099999999999994,101.0,17.999999999999993,71.0,5.0,16.1,0.0,35.99999999999999,70.0,1.0,1
493,15.0,35.99999999999999,1844.0,0.24,82.00000000000001,101.0,79.2,71.0,5.0,16.1,0.0,58.99999999999999,70.0,1.0,1
494,15.0,53.0,1897.0,0.2499999999999997,77.6,101.0,80.4,68.0,5.0,16.1,0.0,32.99999999999998,70.0,1.0,1
495,15.0,59.99999999999999,2183.0,-0.5099999999999998,27.1,99.0,19.6,72.0,5.0,16.1,0.0,6.999999999999991,70.0,0.0,1
496,15.0,63.99999999999999,2302.0,-0.24,26.7,96.0,18.399999999999995,76.0,5.0,16.1,0.0,48.0,70.0,4.0,1
497,15.0,63.0,2286.0,-0.2300000000000003,26.7,96.0,18.399999999999995,76.0,5.0,16.1,0.0,48.0,70.0,4.0,1
498,15.0,61.99999999999999,2224.0,-0.4200000000000003,26.3,96.0,18.399999999999995,72.0,5.0,16.1,0.0,3.999999999999977,70.0,0.0,1
499,15.0,65.0,2361.0,-0.24,27.5,96.0,18.399999999999995,73.0,5.0,16.1,0.0,17.999999999999982,70.0,0.0,1
500,15.0,43.0,2222.0,-0.8000000000000005,26.3,97.0,17.999999999999993,75.0,5.0,16.1,0.0,38.0,70.0,1.0,1
501,15.0,47.99999999999999,2483.0,0.0,27.1,97.0,18.399999999999995,75.0,5.0,16.1,0.0,33.99999999999999,70.0,1.0,1
502,15.0,49.0,2479.0,-0.1499999999999998,42.4,97.0,78.4,75.0,5.0,16.1,0.0,31.0,70.0,1.0,1
503,15.0,51.99999999999999,2691.0,0.2499999999999997,27.8,96.0,16.499999999999996,75.0,5.0,16.1,0.0,35.99999999999999,70.0,1.0,1
504,15.0,35.0,1725.0,-1.04,25.5,92.0,19.6,70.0,5.0,16.1,0.0,119.0,50.0,3.0,1
505,16.0,10.999999999999991,1767.9999999999998,0.96,34.1,90.0,36.1,69.0,5.0,16.1,0.0,127.0,50.0,7.999999999999999,1
506,16.0,41.0,2085.0,-0.2499999999999997,26.7,93.0,21.59999999999999,72.0,5.0,16.1,0.0,154.0,50.0,7.999999999999999,1
507,16.0,55.99999999999999,2357.0,0.2300000000000003,76.5,98.0,78.4,72.0,5.0,16.1,0.0,40.99999999999999,50.0,4.999999999999999,1
508,16.0,43.99999999999999,2388.0,-0.2600000000000001,70.6,97.0,49.79999999999999,74.0,5.0,16.1,0.0,6.999999999999991,90.0,3.0,1
509,16.0,43.99999999999999,2268.0,0.0,77.6,96.0,78.8,74.0,5.0,16.1,0.0,5.999999999999978,90.0,0.0,1
510,16.0,51.99999999999999,2620.0,-0.4899999999999996,51.8,84.0,74.5,68.0,5.0,16.1,0.0,27.99999999999999,70.0,0.0,1
511,16.0,51.0,2858.0,0.0,81.6,84.0,79.6,72.0,5.0,16.1,0.0,21.0,70.0,0.0,1
512,16.0,47.99999999999999,2455.0,0.0,75.7,86.0,71.4,72.0,5.0,16.1,0.0,9.99999999999998,90.0,0.0,1
513,16.0,51.0,2599.0,0.0,57.3,87.0,76.5,74.0,5.0,16.1,0.0,8.999999999999991,90.0,0.0,1
514,16.0,53.0,2708.0,0.0,42.7,88.0,72.2,76.0,5.0,16.1,0.0,15.999999999999982,90.0,0.0,1
515,16.0,51.99999999999999,2628.9999999999995,0.24,82.00000000000001,90.0,80.0,77.0,5.0,16.1,0.0,31.999999999999996,70.0,0.0,1
516,16.0,45.99999999999999,2346.0,0.48,82.00000000000001,90.0,79.6,75.0,5.0,16.1,0.0,27.99999999999999,70.0,0.0,1
517,16.0,35.0,1790.9999999999998,0.0,72.5,91.0,82.4,72.0,5.0,16.1,0.0,31.0,90.0,0.0,1
518,16.0,45.99999999999999,2334.0000000000005,0.2499999999999997,77.3,93.0,74.1,72.0,5.0,16.1,0.0,23.0,90.0,0.0,1
519,16.0,43.0,2193.0,0.4599999999999998,82.00000000000001,96.0,80.4,70.0,5.0,16.1,0.0,16.999999999999996,90.0,0.0,1
520,16.0,100.0,2874.0,0.7299999999999996,81.6,85.0,81.6,75.0,5.0,16.1,0.0,46.0,90.0,0.0,1
521,16.0,107.0,3070.0,0.0,28.6,82.0,15.7,73.0,5.0,16.1,0.0,2.999999999999989,70.0,0.0,1
522,16.0,107.0,3065.0,0.0,28.6,81.0,15.7,72.0,5.0,16.1,0.0,5.999999999999978,70.0,0.0,1
523,16.0,107.0,3082.0,0.0,28.6,79.0,15.3,74.0,5.0,16.1,0.0,10.999999999999991,90.0,0.0,1
524,16.0,108.0,3099.0,0.0,28.6,78.0,15.3,75.0,5.0,16.1,0.0,16.999999999999996,90.0,1.0,2
525,16.0,109.0,3140.0,0.0,29.4,78.0,16.499999999999996,74.0,5.999999999999999,16.1,0.0,15.999999999999982,90.0,1.0,2
526,16.0,114.0,3266.0,0.2600000000000001,29.4,80.0,16.499999999999996,72.0,5.999999999999999,16.1,0.0,4.99999999999999,90.0,0.0,2
527,16.0,107.0,3084.0,-0.24,28.999999999999996,82.0,16.499999999999996,75.0,5.999999999999999,16.1,0.0,1.999999999999976,70.0,0.0,2
528,16.0,113.0,3245.0,0.0,29.4,87.0,16.099999999999998,79.0,5.999999999999999,16.1,0.0,12.999999999999996,90.0,1.0,2
529,16.0,117.0,3344.0,0.24,29.4,90.0,15.7,77.0,5.999999999999999,16.1,0.0,2.999999999999989,90.0,1.0,2
530,16.0,117.0,3356.0,0.0,29.4,90.0,15.7,77.0,5.999999999999999,16.1,0.0,4.99999999999999,90.0,1.0,2
531,16.0,109.0,3137.0,0.0,28.6,90.0,15.3,73.0,5.999999999999999,16.1,0.0,6.999999999999991,90.0,0.0,1
532,16.0,115.0,3307.0,0.19,28.999999999999996,90.0,15.3,72.0,5.999999999999999,16.1,0.0,9.99999999999998,70.0,2.0,2
533,16.0,117.0,3350.0,0.2300000000000003,29.4,90.0,14.9,72.0,5.999999999999999,16.1,0.0,7.999999999999979,70.0,1.0,2
534,16.0,93.0,2675.0,-0.2499999999999997,27.8,92.0,17.999999999999993,74.0,5.999999999999999,16.1,0.0,5.999999999999978,90.0,1.0,1
535,16.0,7.999999999999988,904.0,-1.2100000000000004,22.699999999999992,93.0,27.5,72.0,5.999999999999999,16.1,0.0,19.999999999999982,70.0,1.0,1
536,16.0,2.9999999999999907,898.9999999999998,-0.5000000000000001,22.4,93.0,25.1,72.0,5.999999999999999,16.1,0.0,19.0,70.0,1.0,1
537,16.0,12.999999999999998,1140.0,0.0,20.39999999999999,97.0,16.099999999999998,74.0,5.999999999999999,16.1,0.0,28.99999999999998,70.0,0.0,1
538,16.0,5.999999999999995,911.9999999999998,-0.8699999999999998,22.699999999999992,99.0,27.8,67.0,5.999999999999999,16.1,0.0,27.0,70.0,1.0,1
539,16.0,16.999999999999996,1453.0000000000002,-0.4200000000000003,22.699999999999992,105.0,15.7,71.0,5.999999999999999,16.1,0.0,8.999999999999991,70.0,2.0,1
540,16.0,15.99999999999999,1240.9999999999998,-0.5099999999999998,22.0,105.0,17.299999999999994,74.0,5.999999999999999,16.1,0.0,7.999999999999979,70.0,1.0,1
541,16.0,0.0,1051.0,0.0,22.0,104.0,21.199999999999992,74.0,5.999999999999999,16.1,0.0,7.999999999999979,70.0,1.0,1
542,16.0,4.999999999999997,765.0,0.7699999999999999,45.5,104.0,69.0,75.0,5.999999999999999,16.1,0.0,7.999999999999979,70.0,1.0,1
543,16.0,0.0,912.9999999999998,0.0,22.0,103.0,23.9,77.0,5.999999999999999,16.1,0.0,10.999999999999991,70.0,2.0,1
544,16.0,15.99999999999999,2433.0,0.5299999999999999,36.1,103.0,51.79999999999999,77.0,5.999999999999999,16.1,0.0,10.999999999999991,70.0,2.0,1
545,16.0,19.99999999999999,1611.0,0.5099999999999998,43.9,103.0,74.1,77.0,5.999999999999999,16.1,0.0,10.999999999999991,70.0,2.0,1
546,16.0,11.99999999999999,1020.0,-0.2499999999999997,23.5,102.0,23.5,77.0,5.999999999999999,16.1,0.0,10.999999999999991,70.0,2.0,1
547,16.0,6.999999999999991,883.9999999999997,-0.5200000000000002,22.4,102.0,25.500000000000004,66.0,5.999999999999999,16.1,0.0,10.999999999999991,70.0,2.0,1
548,16.0,23.99999999999999,1964.0,-0.1699999999999999,25.099999999999994,102.0,21.999999999999996,70.0,5.999999999999999,16.1,0.0,8.999999999999991,70.0,1.0,1
549,16.0,16.999999999999996,1477.0,-0.8800000000000002,22.699999999999992,102.0,18.399999999999995,70.0,5.999999999999999,16.1,0.0,8.999999999999991,70.0,1.0,1
550,16.0,3.999999999999988,897.9999999999997,-1.1800000000000002,22.699999999999992,102.0,27.1,76.0,5.999999999999999,16.1,0.0,8.999999999999991,70.0,1.0,1
551,15.0,0.0,649.0,0.0,12.5,97.0,23.5,100.0,18.0,3.2,0.0,8.999999999999991,70.0,0.0,2
552,15.0,0.0,663.9999999999997,0.0,12.5,97.0,23.5,100.0,18.0,3.2,0.0,8.999999999999991,70.0,0.0,2
553,15.0,0.0,674.0,0.0,12.5,98.0,23.1,98.0,18.0,3.2,0.0,8.999999999999991,70.0,0.0,2
554,15.0,0.0,666.9999999999998,0.0,12.5,99.0,23.1,98.0,18.0,3.2,0.0,8.999999999999991,70.0,0.0,2
555,15.0,0.0,654.9999999999998,0.0,13.699999999999996,99.0,30.2,98.0,18.0,3.2,0.0,8.999999999999991,70.0,0.0,2
556,15.0,0.0,650.9999999999998,0.0,12.899999999999991,100.0,26.3,102.0,18.0,3.2,0.0,8.999999999999991,70.0,0.0,3
557,15.0,0.0,657.9999999999999,0.0,12.899999999999991,95.0,26.3,102.0,18.0,3.2,0.0,8.999999999999991,70.0,0.0,3
558,15.0,0.0,654.9999999999998,0.0,12.899999999999991,94.0,26.3,102.0,18.0,3.2,0.0,8.999999999999991,70.0,0.0,2
559,15.0,0.0,660.0,0.0,12.899999999999991,94.0,26.3,106.0,18.0,3.2,0.0,8.999999999999991,70.0,0.0,2
560,15.0,0.0,670.9999999999999,0.0,12.899999999999991,93.0,23.5,102.0,18.0,3.2,0.0,8.999999999999991,70.0,0.0,2
561,15.0,0.0,674.0,0.0,12.5,92.0,23.5,102.0,18.0,3.2,0.0,8.999999999999991,70.0,0.0,2
562,15.0,0.0,666.9999999999998,0.0,12.5,94.0,23.9,91.0,18.0,3.2,0.0,8.999999999999991,70.0,0.0,2
563,15.0,0.0,668.9999999999999,0.0,12.899999999999991,94.0,23.9,94.0,18.0,3.2,0.0,8.999999999999991,70.0,0.0,2
564,15.0,0.0,661.0,0.0,12.899999999999991,95.0,23.9,94.0,18.0,3.2,0.0,8.999999999999991,70.0,0.0,2
565,15.0,0.0,668.9999999999999,0.0,12.899999999999991,95.0,24.3,94.0,18.0,3.2,0.0,8.999999999999991,70.0,0.0,2
566,15.0,1.9999999999999936,1209.9999999999998,-0.4500000000000002,14.099999999999998,96.0,30.2,102.0,18.0,3.2,0.0,9.99999999999998,70.0,0.0,3
567,15.0,7.999999999999988,1221.9999999999995,0.6999999999999998,14.099999999999998,95.0,36.9,102.0,18.0,3.2,0.0,8.999999999999991,70.0,0.0,3
568,15.0,22.0,1725.0,0.2699999999999998,17.999999999999996,97.0,40.79999999999999,106.0,18.0,3.2,0.0,8.999999999999991,70.0,0.0,2
569,15.0,68.00000000000001,2517.0,0.2800000000000002,18.399999999999995,96.0,28.6,98.0,18.0,3.2,0.0,11.99999999999998,70.0,0.0,2
570,15.0,75.99999999999999,2756.0,0.31,21.599999999999994,94.0,40.39999999999999,105.0,18.0,3.2,0.0,8.999999999999991,70.0,0.0,2
571,15.0,81.0,3217.0,0.3399999999999998,61.6,94.0,43.9,106.0,18.0,3.2,0.0,25.99999999999999,70.0,1.0,4
572,15.0,82.0,2371.0000000000005,0.2800000000000002,54.49999999999999,94.0,36.49999999999999,105.0,18.0,3.2,0.0,24.99999999999997,70.0,1.0,3
573,15.0,81.0,2361.0,-0.5400000000000004,26.3,94.0,39.99999999999999,106.0,18.0,3.2,0.0,24.99999999999997,70.0,1.0,3
574,15.0,81.0,2349.0,0.2499999999999997,53.7,93.0,93.3,106.0,18.0,3.2,0.0,24.99999999999997,70.0,1.0,3
575,15.0,93.0,2683.9999999999995,0.2499999999999997,52.89999999999999,92.0,90.2,101.0,18.0,3.2,0.0,10.999999999999991,70.0,0.0,3
576,15.0,100.0,2875.0,0.0,37.60000000000001,92.0,90.2,92.0,18.0,3.2,0.0,13.999999999999982,90.0,0.0,2
577,15.0,102.0,2901.0,0.0,63.5,94.0,90.6,94.0,18.0,3.2,0.0,40.99999999999999,90.0,2.0,3
578,15.0,98.0,2818.0,-0.0799999999999997,62.39999999999999,94.0,89.8,93.0,18.0,3.2,0.0,10.999999999999991,70.0,1.0,3
579,15.0,97.0,2783.0,-0.1800000000000003,62.0,94.0,89.4,96.0,18.0,3.2,0.0,9.99999999999998,70.0,1.0,3
580,15.0,92.0,2656.0,-0.5099999999999998,16.5,94.0,23.5,101.0,18.0,3.2,0.0,9.99999999999998,70.0,0.0,3
581,15.0,82.0,2416.0,-0.7100000000000003,46.3,94.0,89.0,102.0,18.0,3.2,0.0,19.999999999999982,70.0,0.0,3
582,15.0,82.0,2989.0,0.1400000000000001,69.0,94.0,90.6,104.0,18.0,3.2,0.0,3.999999999999977,90.0,0.0,2
583,15.0,96.0,2720.9999999999995,0.2199999999999998,64.3,94.0,89.8,97.0,18.0,3.2,0.0,15.999999999999982,90.0,0.0,2
584,15.0,91.0,2616.0,-0.1400000000000001,85.5,94.0,92.2,107.0,18.0,3.2,0.0,17.999999999999982,70.0,0.0,3
585,15.0,91.0,2610.0,0.0,85.5,94.0,92.2,106.0,18.0,3.2,0.0,17.999999999999982,70.0,0.0,3
586,15.0,91.0,2604.0,0.0,85.5,94.0,92.2,106.0,18.0,3.2,0.0,17.999999999999982,70.0,0.0,3
587,15.0,91.0,3284.0,0.1800000000000003,85.5,94.0,98.0,106.0,18.0,3.2,0.0,19.0,70.0,0.0,4
588,15.0,91.0,3300.0,0.1600000000000002,85.5,94.0,98.4,106.0,18.0,3.2,0.0,17.999999999999982,70.0,0.0,4
589,15.0,92.0,3341.0,0.24,85.5,94.0,99.2,106.0,18.0,3.2,0.0,16.999999999999996,70.0,0.0,4
590,15.0,93.0,3369.0,0.1999999999999997,85.5,94.0,99.6,106.0,18.0,3.2,0.0,13.999999999999982,70.0,0.0,4
591,15.0,94.0,3402.0,0.2300000000000003,85.5,94.0,99.6,106.0,18.0,3.2,0.0,10.999999999999991,70.0,0.0,4
592,15.0,96.0,3444.0,0.1400000000000001,82.00000000000001,94.0,98.0,106.0,18.0,3.2,0.0,10.999999999999991,70.0,0.0,4
593,15.0,96.0,3469.0,0.1299999999999997,82.7,94.0,98.8,106.0,18.0,3.2,0.0,8.999999999999991,70.0,0.0,4
594,15.0,97.0,3506.0,0.1400000000000001,83.5,94.0,99.2,106.0,18.0,3.2,0.0,7.999999999999979,70.0,0.0,3
595,15.0,96.0,2745.0,-0.2499999999999997,85.5,94.0,91.0,109.0,18.0,3.2,0.0,6.999999999999991,70.0,0.0,3
596,15.0,96.0,2742.0,-0.1299999999999997,85.5,94.0,91.4,109.0,18.0,3.2,0.0,6.999999999999991,70.0,0.0,3
597,15.0,94.0,2732.0,-0.1400000000000001,85.5,94.0,91.4,107.0,18.0,3.2,0.0,6.999999999999991,70.0,0.0,3
598,15.0,96.0,2730.0,0.0,85.5,94.0,91.4,107.0,18.0,3.2,0.0,5.999999999999978,70.0,0.0,3
599,15.0,94.0,2719.0,0.0,85.5,94.0,91.4,107.0,18.0,3.2,0.0,3.999999999999977,70.0,0.0,3
600,15.0,94.0,2718.0,0.0,85.5,94.0,91.4,104.0,18.0,3.2,0.0,3.999999999999977,70.0,0.0,3
601,15.0,93.0,2678.0,0.0,71.39999999999999,94.0,91.0,102.0,18.0,3.2,0.0,13.999999999999982,90.0,1.0,3
602,15.0,93.0,2657.0,0.0,85.5,94.0,91.79999999999998,104.0,18.0,3.2,0.0,12.999999999999996,90.0,1.0,3
603,15.0,93.0,2653.0,-0.1299999999999997,85.5,94.0,91.79999999999998,104.0,18.0,3.2,0.0,12.999999999999996,70.0,1.0,3
604,15.0,92.0,2631.0,0.0,85.5,94.0,91.79999999999998,102.0,18.0,3.2,0.0,11.99999999999998,70.0,1.0,3
605,15.0,88.0,2544.0,0.0,85.5,94.0,92.5,97.0,18.0,3.2,0.0,52.99999999999999,90.0,1.0,2
606,15.0,90.0,2554.9999999999995,-0.1299999999999997,85.5,94.0,92.5,102.0,18.0,3.2,0.0,56.0,90.0,1.0,3
607,15.0,90.0,2559.0,-0.1299999999999997,85.5,94.0,92.2,102.0,18.0,3.2,0.0,56.0,90.0,1.0,3
608,15.0,90.0,2559.0,-0.1299999999999997,85.5,94.0,92.2,102.0,18.0,3.2,0.0,56.0,70.0,1.0,3
609,15.0,88.0,2553.0,-0.1299999999999997,85.5,94.0,92.2,102.0,18.0,3.2,0.0,54.99999999999999,70.0,1.0,3
610,15.0,90.0,2556.0000000000005,-0.1299999999999997,85.5,94.0,92.2,102.0,18.0,3.2,0.0,54.0,70.0,1.0,3
611,15.0,90.0,2574.0000000000005,0.0,85.5,94.0,92.2,100.0,18.0,3.2,0.0,52.0,70.0,1.0,3
612,15.0,90.0,2570.0,0.0,85.5,94.0,92.2,100.0,18.0,3.2,0.0,52.0,70.0,1.0,3
613,15.0,87.0,2526.0,-0.1100000000000002,85.5,94.0,92.5,98.0,18.0,3.2,0.0,1.999999999999976,90.0,0.0,1
614,15.0,82.0,2973.0,0.2699999999999998,85.5,94.0,93.7,101.0,18.0,3.2,0.0,16.999999999999996,90.0,1.0,2
615,15.0,86.0,3105.0,0.2100000000000001,71.0,94.0,91.4,101.0,18.0,3.2,0.0,19.999999999999982,90.0,1.0,3
616,15.0,88.0,3190.0,0.2499999999999997,69.0,94.0,92.2,101.0,18.0,3.2,0.0,21.999999999999982,90.0,1.0,3
617,15.0,90.0,2565.0,0.1299999999999997,85.5,95.0,91.79999999999998,102.0,18.0,3.2,0.0,10.999999999999991,70.0,1.0,3
618,15.0,92.0,2636.0,0.0,85.5,94.0,91.4,101.0,18.0,3.2,0.0,3.999999999999977,70.0,0.0,3
619,15.0,93.0,2654.0,0.2199999999999998,85.5,94.0,91.4,101.0,18.0,3.2,0.0,3.999999999999977,70.0,0.0,3
620,15.0,93.0,2667.0,0.1100000000000002,85.5,94.0,91.4,101.0,18.0,3.2,0.0,2.999999999999989,70.0,0.0,3
621,15.0,97.0,2774.0,0.0,85.5,94.0,91.4,101.0,18.0,3.2,0.0,4.99999999999999,90.0,1.0,2
622,15.0,98.0,2811.0,0.0,82.40000000000002,94.0,91.4,101.0,18.0,3.2,0.0,8.999999999999991,90.0,1.0,3
623,15.0,100.0,2880.0,0.0,63.89999999999999,94.0,90.2,102.0,18.0,3.2,0.0,46.0,90.0,2.0,3
624,15.0,96.0,2702.0,-0.36,18.399999999999995,94.0,89.0,102.0,18.0,3.2,0.0,48.0,90.0,2.0,3
625,15.0,84.00000000000001,2394.0,-0.5400000000000004,36.1,94.0,56.49999999999999,104.0,18.0,3.2,0.0,49.99999999999998,90.0,1.0,3
626,15.0,49.0,2329.0,0.4500000000000002,18.800000000000004,94.0,49.4,104.0,18.0,3.2,0.0,24.99999999999997,70.0,1.0,2
627,15.0,49.0,2356.0,-0.1400000000000001,21.599999999999994,94.0,52.89999999999999,102.0,18.0,3.2,0.0,130.0,70.0,1.0,3
628,15.0,47.99999999999999,2299.0,-0.2600000000000001,19.2,94.0,22.4,102.0,18.0,3.2,0.0,231.0,70.0,1.0,3
629,15.0,50.00000000000001,2429.0,0.48,56.5,94.0,90.2,100.0,18.0,3.2,0.0,237.00000000000003,70.0,1.0,2
